POIID,Description,Latitude,Longitude,Width,Length,Flat,PicnicTable,FireRing,Grill,PitToilet,FlushToilet,PotableWater,NonPotableWater,RegistrationRequired,DateLastUpdated
129,"Pike National Forest USFS Rampart Range Rd.  We parked at this pulloff overnight in the winter (down to 10 degrees!).  There may be different regulations in the summer.  If memory serves, there was a pit toilet.


staging / parking for OHV area at hwy 67 and rampart range rd.
OHV riding area south.... with lots of camping.
rampart range road south closes in winter.
open to street legal vehicles in summer. 
",39.376865,-105.094437,0,0,1,0,0,0,1,0,0,0,0,2011-12-02 13:40:15.0
130,"Near Sedona, AZ, Coconino National Forest USFS.  Off FS 525, high clearance, probably impasable when wet.  Note that around the high-traffic area of Sedona, no free camping is allowed.  Hit the National Forest visitor center in Oak Creek, AZ for free maps detailing where boondocking is allowed.",34.829651,-111.917351,0,0,1,0,0,0,0,0,0,0,0,2006-05-30 21:19:20.0
131,"Stover Park/Legion Dr in Stover, MO.  This is a little city park.  Should be accessible to all vehicle types.  I stopped here for a break while driving through the Missouri and noticed a sign that read:  3 day limit.  You should check with locals, but I think this means free camping.  If you discover otherwise, please update this entry.",38.4454,-92.995132,0,0,1,1,1,1,0,1,1,0,0,2006-05-30 21:24:27.0
132,"Truth or Consequences, NM.  Right across from town on Rio Grande river, verified free w/police officer Callaway (always ask the locals!), but trashed.  If memory serves, easily accessible on graded gravel road.  Probably not enough room for an RV though.",33.117451,-107.254967,0,0,1,0,1,0,0,0,0,1,0,2006-05-30 21:27:09.0
133,"TX 188, on the way from Alpine, TX to Big Bend National Park. About 7 miles north of Elephant Mountain State Wildlife Management Area (which charges for camping). Picnic spot area that allows overnight parking, but no ""structures"" are allowed (tents?). Texas allows overnight stays (36 hours if memory serves). Of course, many of their picnic/rest areas have no toilets and this one was no exception. Accessible to most vehicle types.",30.155849,-103.583366,0,0,1,1,0,1,0,0,0,0,0,2006-05-30 21:29:44.0
134,"Texas Hwy TX 166, West of Fort Davis and Davis Mountains State Park.  Looked like a nice rest area for boondocking, but I did not stay here.  Most Texas Picnic areas allow overnight parking, but no ""structures"" are allowed (tents?). Texas allows overnight stays (36 hours if memory serves). Accessible to most vehicle types.",30.534533,-104.064163,0,0,1,1,0,1,0,0,0,0,0,2006-06-01 10:00:22.0
135,"Texas Hwy TX 17.  This is a nice picnic area pulloff just outside of Davis Mtns.  There is a bit of traffic on TX 17, and you are VERY close to the highway.  Not for light sleepers.  Texas allows overnight stays (36 hours if memory serves), but no ""structures"" are allowed (tents?). Of course, many of their picnic/rest areas have no toilets and this one was no exception. Accessible to most vehicle types.  NOTE: This is a local party spot.  The area is trashed.  When we stayed there, three trucks pulled up and were apprently upset that we had parked in ""their"" party spot, honking their horns as they drove off.",30.601734,-103.913048,0,0,1,1,0,1,0,0,0,0,0,2006-06-01 10:04:30.0
136,"Location is approx.  US180 mile marker 5 access to BLM land.  Carlsbad NM is about 45 min North.  Open gate to access, Guadelupe Mountains National Park rangers recommended this as an overflow camping spot (when their campgrounds are full).  There might be cows.  Some spots are close to highway.  Very close to Guadelupe Mountain NP.",32.044888,-104.468395,0,0,1,0,0,0,0,0,0,0,0,2006-06-01 10:10:39.0
137,"Water Canyon, inbetween Magdalena, NM and Socorro, NM on US 60.  Very Large Array (VLA) Radio Telescope is an hour away or so.  There is a free campground with easier access for small RVs and short trailers on the way to this 4wd site.  Although named water canyon, there was no water to be found.",34.018818,-107.140114,0,0,1,0,1,0,1,0,0,0,0,2006-06-01 10:14:11.0
138,"Wildcat Forest Service road USFS 26, outside Moccasin Creek State Park in Georgia.  If memory serves, not accessible to RVs or large trailers.",34.860619,-83.64373,0,0,1,0,0,0,0,0,0,0,0,2006-06-01 10:17:51.0
141,"""The Slab"" at Boca Chica State Park

East of Brownsville, TX, on route 4, 1/2 mile to Gulf of Mexico.

Free camping, swimming, and fishing.  No services! LAN at air port.

A large concrete slab and two palm trees left by the hurricanes.
Road noise from route 4.  Safe, as Border Patrol comes often.

Free camping also on 6 miles of beach for experienced sand drivers.",25.9925,-97.14833,75,50,1,0,0,0,0,0,0,0,0,2006-06-16 06:22:47.0
143,"Minnie Peterson Campground.  Outside Olympic National Park and Olympic National Forest. Check on status before going!  Click <a href=""http://www.dnr.wa.gov/htdocs/lm/recreation/recreation.html"">here</a> or <a href=""http://www.parks.wa.gov/ada-rec/"">here</a> for status.",47.819067,-124.173783,0,0,1,1,1,0,1,0,0,0,0,2006-07-30 21:21:02.0
144,"Meriwether Lewis Camp Site: Milepost 385.9 on the Natchez Trace Parkway. This is a free 32-site NPS campground with a pioneer cemetery, picnic tables, ranger station, exhibits, restrooms, and trails. The site is wooded with RV pull throughs and back-ins, but there are no hookups or dump stations. Clay soil gets muddy when it rains. Maximum continuous stay is 14 days. Southwest from Columbia, TN, on US 412, then south on the Trace from US 412; or north on the Trace from TN 20 between Howenwald and Summertown, TN. As a courtesy, check in with the campground host. Other free camp sites are Jeff Busby at milepost 193.1 and Rocky Springs at milepost 54.8.  More infomation at: http://www.nps.gov/natr.",35.52488,-87.45555,8,30,1,1,1,1,0,1,1,0,0,2006-09-26 06:44:02.0
147,"Quartzsite AZ
Miles of free BLM camping in the area around Quartzsite. A Huge RV and rock festival in Jan.  A lot of flea market type suff all winter.  Close to nothing here in the summer.
Water in town, no designated sites.  Camping East, West and South of town.
I was surprised I didn't find it on this site. 

",33.39411,-114.15144,0,0,0,0,0,0,0,0,0,0,0,2007-01-22 11:58:16.0
155,"Known as Cathedral Campground and it is one of the only free campgrounds in the area! It is sponsored by a private entity but is located on national forest land. There are approximately 20 campsites and a central area to hold group gatherings. The only drawback is not much fishing in the area.",37.823,-106.602,15,8,1,1,1,1,1,0,0,0,0,2007-04-18 12:53:26.0
156,"Trailhead parking area at end of dirt road used mostly by climbers. Rangers won't bother you for any reason. Large area south end for tents. Water is available at Outward Bound right near the parking area. 
N 35.8836 
W 81.8843",35.8836,-81.8843,0,0,1,0,0,0,1,0,0,0,0,2007-04-28 14:16:21.0
157,"Grapevine CG in Gila National Forest. Best choice for visiting the Gila Cliff Dwellings National Monument. Monument campgrounds are terrible but free also. This one is about 5 miles before the monument where NM Hwy 15 decends (gear WAY down so you don't ride your brakes the whole way) to cross the Gila River. Campground is bounded on the North by the East Fork of the Gila River. Two side-by-side pit toilets but no other amenities. Sites most often have a fire ring made of rocks by previous users. Steep entry road but good large landing for larger vehicles to turn right into campground at the bottom. If your RV is over 35', you probably shouldn't drive NM Hwy 15 in the first place, otherwise you should be confortable with mountainous grades and curves. GPS is for site at the east end of campground. Topozone map is very accurate and helpful. Avoid summer holiday weekends, too crowded. Gila Cliff Dwellings are a minature Mesa Verde that can be toured in two hours or less. Monument is 100 years old in 2007 so lots of history available. Gila Hot Springs is also a tourist destination between Grapevine CG and the Monument along Hwy 15. Convenience store and phone there. NO cell phone service.",33.176967,-108.201217,0,0,1,0,1,0,1,0,0,0,0,2007-05-06 06:36:54.0
170,"Moore Creek Campground, USFS 
On Mokelumne River - 12 miles on paved road from Hwy 88/Ellis Rd.  Steep grade - 3000 elevation change - good brakes req'd.
Trout Fishing, swimming, etc.
USFS Campfire Permit Reuired for campfires and outside propane stove use.  Nearest Office in Pioneer, CA on State Hwy 88.
Two other free USFS campgrounds nearby.
Primative camping along river West of Campground - no trailers or large RVs - smaller 4x4 Truck Campers accessable.",38.47964,-120.26684,20,50,1,0,1,0,1,0,0,1,0,2007-08-11 22:06:25.0
176,"Newport Oregon.  This 20x60 pull out is at the 9 mile marker out of Newport Oregon on the the Yaquina River via the North Bay Road.  It's a pull out on a secondary road without a lot of traffic.  I see rigs parked there overnight several times a Summer.  I wouldn't stay longer.",44.58527,-123.96148,20,60,1,0,0,0,0,0,0,0,0,2007-11-15 16:44:27.0
177,"Florence, Oregon, Siuslaw National Forest.  At about the 179.5 mile marker of hwy 101, 10 miles north of Florence, is a horse shoe turn.  Forest Service road #58 starts in the middle of that turn.  The road is single lane with turnouts and steep at the beginning.  The steep part is paved.  About 3.5 miles in is a Forest Service horse camp marked Horse Creek Trailhead.  The camp has about 15 sites and most are back in but several are pull through and suitable for rigs up to 22-25 feet.  Each site has a small corral for horses.  Camping is free and does not require registration.  I've never seen more than about four sites occupied at any one time.  Drive time to Florence is about 30 minutes.",44.10762,-124.09438,0,0,1,1,1,1,1,0,0,0,0,2007-11-25 23:45:49.0
179,"The Skull Hollow National Grassland maintains a free primitive campground here. Note: There is NO WATER available.
From Terrebonne, take Smith Rock Way east from the blinking light intersection (only one in town). Go almost 5 miles to a T-intersection with Lone Pine Road. Turn left and continue on Lone Pine for 4 miles.  Look for a dirt road on the left (North) and a sign that says ""Skull Hollow"".",44.397217,-121.066916,1000,1000,1,0,1,0,1,0,0,0,0,2007-12-12 12:13:54.0
180,"When I mapped the coordinates and it gave me a location about 20 miles from where the site is. 
Driving there: go to the little town of Tillman, SC then head west from the gas station down the 2 lane hwy. maybe 8 mils or so you will see a road going off to the left with a sign saying boat launch. At the end of that road is the campground.

Enjoy

UPDATE: June 1, 2010.  Campsite is still intact and functional.  Overall quality of the campsite is moderately poor.  The local police came by a few times and did not seem to be bothered that we were camping there.  Do not go to this campsite if you get bothered by bugs easy.  

COORDINATES ARE NOT CORRECT - campsite is at the end of State Rd. S-27-201

Note: Site admin has updated the coordinates to 32.485082, -81.217679.",32.485082,-81.217679,50,50,1,0,1,0,0,0,0,0,0,2010-06-01 22:39:23.0
186,"Small little campsite on National Forest land on Crown Point Road towards the Brown Lake and Zimmerman Lake trailheads. Has a running stream next it to, and is only really suitable for short term camping. Fire ring, but no readily available firewood supply. There are a few campsites just off this side road.

Be careful in this vicinity to honor private land marking. Free camping along Pingree Park road is pretty much nil, as it's posted you must camp 1/4 mile from the ""highway."" Lots of ranger activity, so camp conservatively to avoid tickets. Have traveled passed this campsite several times, and it's usually in use.

Small RV's would work, but not suitable for longer monsters. Very comfortable for a VW Westfalia, you could probably fit 3. Doesn't need to be 4wd as the access roads are well maintained.",40.6543,-105.531,0,0,1,0,1,0,0,0,0,1,0,2008-04-01 17:03:22.0
188,"North Lake, NY
Western Adirondack lake
State land that allows camping free at established sites along the shore of North Lake.
Various site sizes from small to a big lot that can handle any size. Some spots on the road along the lake are narrow and you can get some tree branches scraping the rig a little but not too much.

I know it's free. I've been there. There is no office or buildings of any kind. Great musky fishing!",43.52192,-74.94807,0,0,1,0,1,0,0,0,0,0,0,2008-05-04 18:02:09.0
192,"free campground 
one thousand site
belong to ""Le geant du motorise"" a big motorhome dealer
everybody is welcome
nice spot to visit Saguenay and Lac St-Jean",48.543,-71.318,30,45,1,1,0,0,0,1,1,0,1,2008-06-19 13:29:11.0
205,"Free dry camping behind George S. Patton Museum at Chiriaco Summit (exit I-10 at Chiriaco Road).  Gas, minimart, and restaurant nearby.  Look for sign ""Free Dry Camping"" at east edge of museum parking lot directing you to BLM area behind museum.  WWII tanks and armored vehicles stored nearby.  Visit museum for huge topo map of area and history of WWII Desert Training Center.  No facilities, look for multiple camp sites areas along several east-west dirt roads.  Dirt roads OK for cars/RVs.  Some freeway noise, but site is out of sight of service road.  For other choices, BLM land stretches along both sides of freeway going west past Cottonwood Road.",33.661,-115.722,12,20,1,0,0,0,0,0,0,0,0,2008-10-19 19:57:11.0
209,"Arivaca Lake. This spot is definately worth the trip. It seems to be a forgotten state park. It is clean and there is fishing here. We heard it gets busy on the weekends, but very quiet when we were there on Sun. night. The road is gravel, 4 wheel drive isn't necessary, but it would be difficult in a big rig. There is one camping spot in the first valley, but is worth going to the lake (almost 3 miles). The lots are level and great views.",31.53333,-111.25417,0,0,1,0,1,0,1,0,0,0,0,2011-04-23 06:56:41.0
212,"the famous (infamous) SLAB CITY ...

Free boondocking camping on abandoned military property ...
Water and Dump locations in small town of Niland, CA (2 miles) ...

lots of very nice RV people, (and scattered pockets of lowlifes) ... ",33.15643,-115.27446,0,0,1,0,0,0,0,0,0,0,0,2009-01-11 08:44:18.0
217,"Northwest on Hwy 550 out of Silverton, Colorado.  For the first mile or so there are turn-outs that lead right to the river, many of them have enough places for probably 50 cars.  

The local sheriff even stopped in to check on everyone.

Recommended for June - Sept.

Land is BLM.",37.808233,-107.679078,0,0,1,0,0,0,1,0,0,0,0,2009-02-24 10:02:12.0
221,"Antero Reservoir State Wildlife Area.
60 Primitive Campsites right on the water.  Pit Toilets, trash cans, fire rings. RV friendly.  Great fishing and boating.

5 miles SW of Hartsel, CO on Hwy 24.  CR 78 leads to the campsites (bear left at split).  (Lat and Long coordinates are of where CR78 hits hwy 24)",38.59238,-105.52037,10,35,1,1,1,0,1,0,0,0,0,2009-05-05 12:26:11.0
226,"Pashubbe Trailhead at the end of NF 6032 2.85 miles from U.S. 259 in the Ouachita National Forest, Kiamichi Ranger District. Site at the end of the road contains several places to park car(s) and place tent(s). There are several fire rings and although large the 2 times we've camped there, we had it to ourselves. The Ouachita Trail passes through as well. Before the end of the road are several places to park RVs as well. The 2nd time we were there, there were a few but were gone in the morning before we were. Nearest cities with amenities are Mena, AR and Talihina, OK.",34.6607459577909,-94.6015548706055,30,30,1,0,1,0,0,0,0,0,0,2009-06-03 12:17:19.0
227,"Ouachita National Forest, Kiamichi Ranger District, 6 miles east of Big Cedar, OK (junction of US 259 and OK 63) on OK 63. Turn left onto NF 6032. There a several places to pull in and park a car (even a small RV), between the road and the Kiamichi River. The river is always running so you could filter water. It's also very scenic. Haven't camped here myself but parked here for backpacking. Nearest town with amenities is Mena, AR, another 20 miles east.",34.646306,-94.542589,0,0,1,0,1,0,0,0,0,1,0,2009-06-03 12:33:55.0
230,"This is a great location south of Vegas.  Its in the middle of an old dried out lake bed and just of highway 95 that leads into Boulder City and Vegas from the south.  We stayed there for nearly 20 days while we sorted some stuff out in Vegas.  There is also very good 3G cell coverage if you have a wireless modem.  Absolutely no water, drainage or facilities!

Update Jan 2010: Recently, Vegas got more rain in one week than in ALL of 2009. So the dry lake bed is under several inches of water. Still acres in every direction to camp - but with a better view. 

http://www.us-photography.com/nevada/roadtrek-1056-1000.jpg
http://www.us-photography.com/nevada/lake-bed-1000.jpg

Also, note that on some weekends this area is a dirt bike / ATV playground. ",35.864167,-114.949444,1000,1000,1,0,0,0,0,0,0,0,0,2010-02-02 21:21:16.0
234,"This trailhead is not a secluded area, with WA State Hwy 2 just a few yards away.  There is no fee but if you stay more than a night, you may want to acquire a recreation pass to avoid any problems (available at any FS Ranger office.) I never saw anyone checking for it, however. The Golden Age pass works fine for seniors.  The altitude is about 4000 feet so nights are cold and windy. Winters are snowy in this pass, so summer is the best time. The Cascade Crest trail is behind the A-frame hut on the North side of the parking lot. Some backpackers park here for weeks at a time to hike this trail that goes all the way from Canada to Mexico. ",47.747406,-121.087733,50,300,1,0,0,0,0,0,0,0,0,2009-07-21 00:00:26.0
235,"This secluded dead-end road is not always well maintained. I get in with my 25' box van, but large vehicles could find low branches a problem.  The gate at the bridge west of the open area is usually closed.  There are nice tent spots on the other side of the bridge. To the north along Nason Creek are several primitive campsites, some more accessible than others.  The area is rarely occupied.  I usually have my pick of sites.  The water in the creek is potable, but I boil it or add a few drops of bleach to each gallon just to be sure. The ranger may check this area occasionally during summer months. The fall sees in influx of local hunters.",47.774684,-120.915427,100,100,1,0,1,0,0,0,1,0,0,2009-07-21 00:54:16.0
238," Located approximately 62kms east of the Alberta Saskatchewan border this former campground from the 70's is on the TransCanada Hwy at turn off for the town of Piapot.  It is 24 kms from the next gas station in either direction.  There are 9 treed acres with many excellent level spots to camp on.  Either tents or RV's can be accommodated and access is easy for vehicles of any type.  Many truckers rest in the front of the property and campers head to the rear.  There is a plan for this old campground to be revitalized for campers to stay for the whole summer.  Currently we have clean porta potties and we haul potable water that is available at one location.   Services will be added in the future but there will always be free spots for short term campers and travelers.  See our website at www.chuckwagonexpress.com  We operate a large concession trailer serving hearty Angus burgers, hand cut fries and ice cream from May to Oct.  The location is perfect for exploring South West Saskatchewan including the famous Cypress Hills.  ",50.0012,-109.0745,0,0,1,0,1,0,1,0,1,0,0,2009-07-28 21:01:58.0
239,"mini van",40.0,-98.0,0,0,1,0,0,0,0,0,0,0,0,2009-08-11 11:46:27.0
242,"site is between deer creek, utah and swaines creek. It is just off of hwy 14 off strawberry ridge road. we spent a couple of weeks at this spot through the summer of 2009. the road is a well traveled ATV trail so it can be dusty if it has not rained in a while.",37.492347,-112.624666,20,80,1,1,1,0,1,0,1,1,1,2011-11-20 01:53:49.0
243,"High clearance, 4wd (some mud), short vehicle reccomended.  Cow patties, some highway noise, but not bad.  Easy access to wind cave, south of US385.  Road name is FS 324.1D.  According to our maps, road ends at private property, but we didn't follow it this far.",43.60189,-103.5496,10,10,1,1,1,1,1,1,1,1,1,2011-12-03 06:52:11.0
244,"Very nice camping spot.  Easy access on narrow but well maintained road (I think it was FS832?).  Gorgeous view of surrounding hills and creek below.  Near Hulett and Devils Tower.  Cows!",44.64419,-104.38448,20,20,0,0,1,0,0,0,0,0,0,2009-09-29 23:50:07.0
255,"Camping all along the east side of Dolores Canyon. Highway 141 travels the bottom of Dolores Canyon from Highway 50 near Grand Junction down to US491 near 4 corners. Dolores Canyon is the real treasure here. I traveled up 141 and found Divide Road winding its way up the canyon wall. The road is dirt/gravel, but was easy to navigate on my fully loaded Harley, so I'm sure anything can make it. The road is wide enough for safe passing and the campsites (firerings) are all over the place up there, and the sites are of varying sizes, with some very large areas for multiple rigs. Great wildlife; I saw a mountain lion on the road going up. Part of the area is the Uncompahgre National Forest. The co-ords are for the start of the road up the canyon wall.",38.8375,-108.575,0,0,1,0,1,0,0,0,0,0,0,2009-12-25 21:56:28.0
259,"Jean,NV.

Exit 12, I-15 and hwy 161. 30 Miles south of Las Vegas. My NV atlas says there is a Rest Area / Visitor's center in Jean. Apparently, this is it.

This is a large, maintained, gravel, semi-official parking area across from the Shell station. Semi trucks park in the lot nightly and it's large enough to hold 50 semis, although most of the trucks park at the nearby casino. 

Great Verizon 3G signal, a couple TV channels, and safe enough for city folks, with the Sheriffs stopping by the Shell station for coffee every few hours. 

You can also park at the Gold Strike without being harassed, although I feel obligated to partake of their decent $5 lunch buffet (M-F) if I use their space. 

This not a ""camping"" area but, if you need a place to park the RV for a day or two, it's fine. if you want to camp, head over to the dry lake bed spot off 95, just north of 165 turn.


",35.78,-115.33,1000,1000,1,0,0,0,0,0,0,0,0,2010-02-02 22:01:58.0
265,"Little Scotia Campground

The campground and picnic area have been closed and abandoned. But that doesn't mean you can't stay there! No facilities, but the campsites are still marked, the street is paved. A little hard to find because the signs have been removed, but if you get here, it's a great secluded spot.",37.52906,-91.33038,0,0,1,1,1,0,0,0,0,0,0,2010-05-04 22:15:05.0
268,"Illipah Reservoir Located about 38 miles west of Ely 43 miles east of Eureka, NV on Highway 50.  The road in is well graded gravel any RV should be able to make it this is another great free BLM campground The campsites are large fairly level and will accommodate the largest travel trailer or RV Campsites have fire rings, covered picnic tables with wind breaks and a couple of restrooms are located around the site There is no water or dump station. The camp sites are larger and well separated and many overlook the reservoir If you have your pole and tackle with you the reservoir is stocked and feed by a natural stream. You will need an NV fishing License If your tow vehicle is a SUV or you have a toy hauler with ATVs the White Pine Ghost Trail is right there You can visit several ghost towns and mining camps within a few miles of the camping area. There is a 14 day limit.",39.33456,-115.38788,30,50,1,1,1,1,1,0,0,0,0,2010-05-10 17:44:52.0
277,"close to Jefferson lake, the nearest town is Jefferson, it is in pike national forest, the camping is 100% free, u have to pay to get into the lake, it isnt rv friendly, 4 wheel drive vehicles not needed but advised, there is areas for u to go 4 wheel driving",39.4505,-105.8625,50,50,1,0,1,0,0,0,0,1,0,2010-06-15 19:02:48.0
278,"On the shore of Merritt Reservoir. Samuel R. McKelvie National forest, ""trading post"" within 5 miles. 4x4 helpful but not required. Good fishing. Free camping, no registration, pack in and pack out, no garbage cans. About 25 miles from town of Valentine Ne. (hospital and full services)
BESSEY RANGER DISTRICT, NEBRASKA NATIONAL FOREST & SAMUEL R. McKELVIE NATIONAL FOREST & CHARLES E. BESSEY TREE NURSERY


District Ranger: Terry T. Baker
Nursery Manager: Richard Gilbert

Bessey Ranger District OfficePO Box 39
Halsey, NE 69142
308-533-2257

Office Hours:
Monday - Friday 8:30-5:00 CT ",42.63342,-100.898523,0,0,1,0,0,0,0,0,0,0,0,2010-06-16 14:44:21.0
286,"Near Superstition Mt. in California this is a locally well known spot for Jeepers, dirt bikers and campers.  This is in the desert and there are no facilities of any kind.  There is no charge of any kind.  During the weekend, especially on holiday weekends, this area can have a lot of people, then again, there is a lot of room.  On the week days it is usually empty.  Watch for the Blue Angels practicing overhead.   They can be spectacular and are a treat to see.
The location is west of Huff Rd.",32.89603,-115.72082,0,0,1,0,0,0,0,0,0,0,0,2010-08-10 01:54:16.0
287,"Located near the Salton Sea this camp area overlooks a desolate area with some spectacular views in the evening sun.  There are no facilities.  This is outside of the Anza Borrego desert.  On the week days this is usually deserted.  Several areas for camping are along the ridge and on the other side of the road are more opportunities.",33.27901,-116.05833,0,0,1,0,0,0,0,0,0,0,0,2010-08-10 02:03:02.0
288,"In the Anza Borrego desert, this is an out of the way place.  Be sure to see the old deserted homestead.  Follow the dirt road to the end where a hiking trail leads up the mountain to the homestead.  Camping is allowed anywhere in this general area.  Pit toilets are near the road.  Otherwise no facilities.",33.03769,-116.40954,0,0,1,0,1,0,0,0,0,0,0,2010-08-10 02:07:48.0
289,"Take Boone road for 4 miles.  This is a dirt road that is well graded and easy to travel.  You'll not find a much starker place than a dry lake bed.  If you like the desert and like exploring, there are many roads, some quite rough.
Weather in the high desert can change dramatically, be prepared.",34.40964,-116.51304,0,0,1,0,0,0,0,0,0,0,0,2010-08-10 02:15:53.0
292,"Go through town heading North on Main Street to Old Bridge Road. It is across from the A&W over the railway tracks. As you go down the hill you will see the Fraiser River on your right. You can see a big open area just past the trailer park. The land is owned by the city of Lillooet. Met some nice people walking there dogs there & fishing and enjoied the River. The best place to eat is Dina's Place (Greek)and there is a good bakery across the street from the ESSO gas station. Very Interesting History, Nice folks.",50.708056,-121.9175,0,0,1,0,0,0,0,0,0,0,0,2010-09-13 02:14:29.0
293,"Pierre Natl Grasslands. I believe there are various area in here where you can free camp. No campgrounds though.

This one is by a pond at Richland Dam. This is one of the areas specifically designated as ok to camp on their map (as of when we were here on 09/10). Nice spot if your willing to travel down a few dirt roads.

This is boondocking. Only amenity I saw was a porta potty some distance away.",44.1486,-100.409,0,0,1,0,0,0,1,0,0,0,0,2010-09-23 17:17:37.0
294,"Hickey Gap Campground
Chattahoochee National Forest",34.896631,-84.678754,8,10,1,1,1,1,1,0,0,1,0,2010-10-21 16:48:16.0
296,"FREE  Congaree National Park, 100 National Park Rd, Hopkins, SC 29061-9118 Tel: 803-776-4396
 
Getting there:  From Charlotte (Approx. 110 miles)  Take Interstate 77 South for approximately 95 miles to Exit 5.   Follow directions below from I 77, Exit 5.  From Interstate 77, Exit 5
 
At Exit 5 turn off onto SC Hwy 48 East (Bluff Rd.), following the brown and white Congaree National Park directional signs. Travel southeast approximately fourteen miles on SC Hwy 48 (Bluff Rd.) toward Gadsden and turn right onto Mt. View Rd. Follow Mt. View Rd. for 0.8 miles. Turn right onto Old Bluff Rd. and travel 0.6 miles. At the large park entrance sign, turn left onto the park entrance road and proceed one mile to the Harry Hampton Visitor Center. Parking lots will be on the right.
 
Watch for Bluff Road, it veers to the right and can be missed.
 
Congaree National Forest is about 20 miles from the Capital (Columbia SC)
 
Primitive camping is free and allowed in the park by permit only. Permits may be obtained at the Harry Hampton Visitor Center from 8:30 a.m. to 5:00 p.m. (and until 7:00 p.m. on Friday, Saturday and Sunday during Daylight Savings Time). 
State or government issued identification is needed to obtain a camping permit. Permits are available on a first come first served basis on the day of your stay.
Maximum length of stay is 14 consecutive days and no more than 28 days in any 6 month period. Restrooms at the Harry Hampton Visitor portables toilets are available at the After Hours Campground.  Potable water is available from the spigot on the south side of the Harry Hampton Visitor Center. Please ask a ranger for the spigot key.
Fires are permitted in designated fire rings only. No campfires are permitted in the backcountry.  External wood sources are prohibited from entering the park. Only dead and down wood found within the park may be used. Glass bottles and kegs are prohibited in the park.  You may camp in your car, pop-up trailer, or RV with a valid camping permit.  The After Hours Campground is located beside the After Hours parking lot.  There are 8 sites. Each site is limited to 8 campers.
Portable toilets are available.  Congaree National Park is open 24 hours a day, 7 days a week.
",33.83167,-80.8275,30,30,1,0,1,0,0,0,1,0,1,2011-02-28 17:26:37.0
297,"Wolf Flats - Free Targhee National Forest campsites.  Toilet areas, fire rings with grills that come up over the pit, free sites on either side of the road for approx. 8 miles.  Very close to Heise Hot Springs and Kelly Canyon ski hill.  Beautiful country.",43.598333,-111.609167,0,0,1,0,1,1,1,0,0,0,0,2011-03-10 19:48:36.0
300,"Swasey's Beach Campground, BLM campground, no fees!  Awesome camping on banks of Green River for tents or RV's (at least 12 sites available, some for tents only).  About 12 miles north of Green River, UT.  From town of Green River, head east on Main St to Hastings Rd, turn left.  Road is paved until just before Swasey's Beach, campground is on left just past Swasey's takeout; area is often used for day use by those from river rafting.  Swasey's accessible with standard auto.  Many more free sites further north of Swasey's along the river, though the road can be a bit difficult for RV's during rainy season.",39.11232271,-110.10905743,0,0,1,1,1,1,1,0,0,0,0,2011-05-11 18:14:20.0
301,"This is a single campsite overlooking Indian Valley Reservoir. It can be accessed with any type of vehicle although during the rainy season or during the winter, it may be not be advisable to try to get there. To get there, you can take Hwy 20 and exit at Walker Ridge Road. From this point on it is all dirt road. Continue towards the highest peak on the east side of the reservoir. When you get to the top of the mountain you will begin traveling down the north side and about a mile or so from the top, there is a road to the left. Take that and continue on it to the end at the campsite. It is completely free and on public land. There is a flowing spring nearby and a large tree providing shade over the campsite. Hunters use this site often as there are dear, wild pig, bears, and numerous other wildlife in the area.",39.099576,-122.497894,50,50,1,1,1,0,0,0,0,0,0,2011-06-10 20:11:23.0
308,"Easy access just off the Million Dollar Highway and there are an abundance of good ""sites"" to choose from, although no amenity's such as picnic table or fire rings.Level ground with lots of trees for shade..There is a creek running along the entire length of the Co Rd 20D. Water is clear but not sure if it is drinkable as the rocks in it seem to have a lot of red iron deposits on them. For those with atv's,4x4's or who like to hike..there are trails EVERYWHERE in this area (Check out Black Bear Pass, and Imogene Pass) Land is almost entirely BLM.(San Juan National Forest) Hundreds of abandoned mines to explore if thats your thing as well.There was a group of seven RV's in one of the clearings when I was there, so if your travelling with others you CAN group up, theres plenty lots of open room for that as well, or you can stay private with no problem. The town of Ouray is 8.3miles to the north,Silverton is 15mi to the south, for shopping and such.Durango is 62.5mi to the south.  I was told about this location by a BLM Warden.He said there are several others along Hwy#550 (the Million Dollar Highway) because people misjudge the time it takes to travel due to its extreme curviness and the photo opportunities it provides.When in this area, don't be afraid to ask where you can stay for free because the possibilities are limited only by the vehicle you drive and the people are very friendly and helpful. This area is comprised almost entirely of the San Juan NF (south of Ophir) or Uncompagre National forest to the north. I was there for 2 weeks and came back with a list full of things I need to go back to see because a week just wasn't enough.One could spend months enjoying this area before running out of things to see and do. Enjoy.",37.936354,-107.676578,50,100,1,0,0,0,1,0,0,1,0,2012-07-06 18:32:59.0
309,"I found this area when I was on a motorcycle camping trip and Pawtuckaway state park was full.  its down a dirt road on top of a hill.  Camp fire is in the corner next to an old stone wall. I'm not sure if this is private land but it is secluded with no houses around and I had no problems, on a map its next to Woodman marsh wildlife management area. The site is on woodman rd, if you come from the lower deerfield rd side the road is suitable for just about any car, if you come from the coffeehouse rd side you might need 4x4 because of some puddles and rocks (I went this way and got my bike around the puddles).  both roads are off of rt 43 and lower deerfield rd turns into woodman where the site is located. coming from deerfield rd there is a pond and marked hiking trail at the start of woodman, go up the small hill and to your right is a small open field, turn into the field and you will see a little ""nook"" where there is a small fire place.",43.1704,-71.18463,20,20,1,0,1,0,0,0,0,0,0,2012-07-10 17:46:45.0
